MsgID.LOCAL_VELOCITY,11.1000000,0.0242062,0.0242154,0.0897336
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932813,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0100000,0.1300000
MsgID.LOCAL_POSITION,11.3500000,-0.0438303,0.0301334,-0.1016251
MsgID.LOCAL_VELOCITY,11.3500000,0.0324679,0.0186930,0.1399073
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932814,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0100000,0.1900000
MsgID.LOCAL_POSITION,11.6000000,-0.0364444,0.0484701,-0.0959519
MsgID.LOCAL_VELOCITY,11.6000000,0.0317991,0.0189783,0.1999541
MsgID.GLOBAL_POSITION,0.0000000,-122.3957486,37.7932820,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,11.8500000,0.0344977,0.2596214,-0.0854785
MsgID.LOCAL_VELOCITY,11.8500000,-0.0023045,-0.0000082,-0.0250903
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957492,37.7932810,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.1010000,-0.0752624,0.2074260,-0.0942135
MsgID.LOCAL_VELOCITY,12.1010000,0.0028822,-0.0003941,0.0002607
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932813,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,12.3510000,-0.0446388,0.1459381,-0.0860491
MsgID.LOCAL_VELOCITY,12.3510000,-0.0021488,-0.0000687,0.0230501
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932821,0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,12.6010000,0.0471740,0.1015451,-0.0673207
MsgID.LOCAL_VELOCITY,12.6010000,0.0003810,0.0029748,-0.0387056
MsgID.GLOBAL_POSITION,0.0000000,-122.3957489,37.7932821,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1700000
MsgID.LOCAL_POSITION,12.8510000,0.0476397,0.2313506,-0.0571501
MsgID.LOCAL_VELOCITY,12.8510000,0.0032824,0.0001468,-0.1700754
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957489,37.7932817,0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2100000
MsgID.LOCAL_POSITION,13.1010000,-0.0019985,0.2281428,-0.0698362
MsgID.LOCAL_VELOCITY,13.1010000,0.0017661,-0.0086595,-0.2110242
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932805,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0600000
MsgID.LOCAL_POSITION,13.3510000,-0.1322994,0.0768237,-0.0841786
MsgID.LOCAL_VELOCITY,13.3510000,0.0068476,-0.0154127,-0.0655182
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932810,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,13.6010000,-0.0815489,-0.0688247,-0.0842269
MsgID.LOCAL_VELOCITY,13.6010000,0.0189071,-0.0041087,-0.0721333
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932817,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0100000,0.0400000
MsgID.LOCAL_POSITION,13.8510000,0.0030850,0.0551342,-0.0991962
MsgID.LOCAL_VELOCITY,13.8510000,0.0235398,0.0138044,0.0473307
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932824,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,0.1100000
MsgID.LOCAL_POSITION,14.1010000,0.0813419,0.2078400,-0.0999918
MsgID.LOCAL_VELOCITY,14.1010000,0.0165348,0.0169198,0.1163912
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932825,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1600000
MsgID.LOCAL_POSITION,14.3510000,0.0907004,0.0530646,-0.1010633
MsgID.LOCAL_VELOCITY,14.3510000,0.0047056,0.0031692,0.1664892
MsgID.GLOBAL_POSITION,0.0000000,-122.3957508,37.7932823,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1700000
MsgID.LOCAL_POSITION,14.6010000,0.0651990,0.0610740,-0.1060240
MsgID.LOCAL_VELOCITY,14.6010000,-0.0046936,0.0079674,0.1716114
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932823,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,14.8510000,0.0652249,0.0749817,-0.1069194
MsgID.LOCAL_VELOCITY,14.8510000,-0.0049582,0.0092544,0.1576968
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932823,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,15.1010000,0.0651796,-0.0733054,-0.1394284
MsgID.LOCAL_VELOCITY,15.1010000,-0.0072690,0.0038444,-0.0245202
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932823,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.3510000,0.0649144,0.0272049,-0.1861755
MsgID.LOCAL_VELOCITY,15.3510000,0.0000189,-0.0000020,0.0000164
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932817,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.6020000,-0.0000517,0.2088540,-0.2066548
MsgID.LOCAL_VELOCITY,15.6020000,-0.0000036,0.0000057,0.0000187
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932810,0.2100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.8520000,-0.0750684,-0.0050602,-0.2105810
MsgID.LOCAL_VELOCITY,15.8520000,-0.0000240,-0.0000044,0.0000954
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932826,0.1960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.1020000,0.0964177,0.0165775,-0.1967257
MsgID.LOCAL_VELOCITY,16.1020000,-0.0000056,0.0000065,-0.0000428
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932832,0.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.3520000,0.1874410,0.0722231,-0.1656847
MsgID.LOCAL_VELOCITY,16.3520000,0.0000033,-0.0000147,0.0000057
